context	direction	GO_ID	GO_term	observed_hits	observed_genes	null_mean_hits	null_sd	fold_vs_window_null	empirical_p	null_ge_observed	n_observed_genes	nperm	FDR_BH
CHG	gain	GO:0009056	catabolic process	8	AT1G23310;AT1G44980;AT1G69940;AT2G36710;AT3G10900;AT5G18990;AT5G39770;AT5G56970	33.51	5.726246589171673	0.23873470605789318	1.0	200	172	200	1.0
CHG	gain	GO:0009057	macromolecule catabolic process	6	AT1G44980;AT1G69940;AT2G36710;AT3G10900;AT5G18990;AT5G39770	18.275	4.269587216581956	0.32831737346101236	1.0	200	172	200	1.0
CHG	gain	GO:0009058	biosynthetic process	12	AT1G23310;AT1G32180;AT1G67980;AT1G67990;AT1G71920;AT2G30920;AT3G45140;AT4G23100;AT5G22500;AT5G23040;AT5G40850;AT5G53120	106.0	8.024337978923832	0.11320754716981132	1.0	200	172	200	1.0
CHG	gain	GO:0009266	response to temperature stimulus	5	AT1G33910;AT2G17690;AT4G19330;AT4G23100;AT5G37500	20.01	4.802072469257405	0.2498750624687656	1.0	200	172	200	1.0
CHG	gain	GO:0009314	response to radiation	6	AT1G44575;AT1G76500;AT2G36750;AT4G40100;AT5G23040;AT5G40850	25.46	4.352975993501444	0.2356637863315004	1.0	200	172	200	1.0
CHG	gain	GO:0009408	response to heat	3	AT1G33910;AT2G17690;AT4G23100	8.445	3.205772137878797	0.3552397868561279	0.9850746268656716	197	172	200	1.0
CHG	gain	GO:0009416	response to light stimulus	6	AT1G44575;AT1G76500;AT2G36750;AT4G40100;AT5G23040;AT5G40850	23.93	4.1851045387182335	0.25073129962390306	1.0	200	172	200	1.0
CHG	gain	GO:0009555	pollen development	6	AT1G19890;AT2G38195;AT2G38220;AT3G07610;AT5G22260;AT5G57790	14.64	3.827584094438679	0.4098360655737705	1.0	200	172	200	1.0
CHG	gain	GO:0009605	response to external stimulus	9	AT1G52940;AT1G64790;AT1G69940;AT1G71930;AT2G15480;AT2G18660;AT3G45140;AT4G23100;AT5G53120	44.62	5.857098257669931	0.20170327207530256	1.0	200	172	200	1.0
CHG	gain	GO:0009607	response to biotic stimulus	9	AT1G52940;AT1G64790;AT1G69940;AT1G71930;AT2G15480;AT2G18660;AT3G45140;AT4G23100;AT5G53120	37.925	5.825751024546119	0.23731048121292025	1.0	200	172	200	1.0
CHG	gain	GO:0009611	response to wounding	3	AT3G45140;AT4G35770;AT5G22500	7.77	2.677144000609607	0.3861003861003861	0.9950248756218906	199	172	200	1.0
CHG	gain	GO:0009617	response to bacterium	6	AT1G52940;AT1G64790;AT1G69940;AT3G45140;AT4G23100;AT5G53120	17.01	3.8961391145594275	0.3527336860670194	1.0	200	172	200	1.0
CHG	gain	GO:0009620	response to fungus	4	AT1G52940;AT1G71930;AT3G45140;AT4G23100	10.925	3.1653396342256834	0.36613272311212813	1.0	200	172	200	1.0
CHG	gain	GO:0009628	response to abiotic stimulus	15	AT1G23310;AT1G33910;AT1G44575;AT1G76500;AT2G01150;AT2G17690;AT2G36750;AT3G45140;AT4G19330;AT4G23100;AT4G40100;AT5G22500;AT5G23040;AT5G37500;AT5G40850	67.77	7.717324665970773	0.2213368747233289	1.0	200	172	200	1.0
CHG	gain	GO:0009653	anatomical structure morphogenesis	6	AT1G26960;AT1G49005;AT1G69940;AT2G25630;AT3G23380;AT5G22260	35.43	5.2359430860161345	0.1693480101608806	1.0	200	172	200	1.0
CHG	gain	GO:0009657	plastid organization	5	AT1G24490;AT1G44575;AT4G34090;AT5G23040;AT5G23120	9.32	2.987908967823484	0.5364806866952789	0.9502487562189055	190	172	200	1.0
CHG	gain	GO:0009658	chloroplast organization	3	AT1G24490;AT4G34090;AT5G23040	6.865	2.454949082975042	0.43699927166788055	0.9651741293532339	193	172	200	1.0
CHG	gain	GO:0009664	plant-type cell wall organization	4	AT1G23720;AT3G28550;AT3G54580;AT5G06630	4.355	1.956776686287936	0.9184845005740527	0.6616915422885572	132	172	200	1.0
CHG	gain	GO:0009698	phenylpropanoid metabolic process	3	AT1G67980;AT1G67990;AT5G22500	3.955	2.1501104622786245	0.7585335018963337	0.7562189054726368	151	172	200	1.0
CHG	gain	GO:0009699	phenylpropanoid biosynthetic process	3	AT1G67980;AT1G67990;AT5G22500	2.69	1.736058754766094	1.1152416356877324	0.4925373134328358	98	172	200	1.0
CHG	gain	GO:0009719	response to endogenous stimulus	16	AT1G26960;AT1G34170;AT1G34310;AT1G34390;AT1G34410;AT1G35240;AT1G35540;AT1G49190;AT1G71930;AT3G45140;AT4G23100;AT4G35770;AT5G22260;AT5G24240;AT5G24290;AT5G37500	39.84	5.858702928123233	0.4016064257028112	1.0	200	172	200	1.0
CHG	gain	GO:0009725	response to hormone	16	AT1G26960;AT1G34170;AT1G34310;AT1G34390;AT1G34410;AT1G35240;AT1G35540;AT1G49190;AT1G71930;AT3G45140;AT4G23100;AT4G35770;AT5G22260;AT5G24240;AT5G24290;AT5G37500	39.725	5.904182839309753	0.40276903713027057	1.0	200	172	200	1.0
CHG	gain	GO:0009737	response to abscisic acid	3	AT1G71930;AT5G24240;AT5G37500	15.775	3.621377500344305	0.1901743264659271	1.0	200	172	200	1.0
CHG	gain	GO:0009753	response to jasmonic acid	5	AT3G45140;AT4G23100;AT4G35770;AT5G24290;AT5G37500	6.315	2.340037392863625	0.791765637371338	0.7761194029850746	155	172	200	1.0
CHG	gain	GO:0009791	post-embryonic development	11	AT1G26960;AT1G55540;AT1G67990;AT1G76500;AT3G07610;AT3G46330;AT4G19330;AT4G23100;AT5G22260;AT5G23040;AT5G62165	50.305	6.931953187955027	0.21866613656694164	1.0	200	172	200	1.0
CHG	gain	GO:0009793	embryo development ending in seed dormancy	3	AT1G55540;AT3G46330;AT5G23040	16.275	3.987402036414189	0.18433179723502305	1.0	200	172	200	1.0
CHG	gain	GO:0009826	unidimensional cell growth	4	AT1G26960;AT1G69940;AT2G25630;AT3G23380	10.465	3.04117986972162	0.3822264691829909	0.9950248756218906	199	172	200	1.0
CHG	gain	GO:0009856	pollination	5	AT1G69940;AT2G25630;AT3G23380;AT4G16295;AT5G22260	9.765	3.0593749361593456	0.5120327700972862	0.9651741293532339	193	172	200	1.0
CHG	gain	GO:0009860	pollen tube growth	3	AT1G69940;AT2G25630;AT3G23380	4.92	2.1362584113351084	0.6097560975609756	0.8855721393034826	177	172	200	1.0
CHG	gain	GO:0009889	regulation of biosynthetic process	16	AT1G26960;AT1G34170;AT1G34310;AT1G34390;AT1G34410;AT1G35240;AT1G35540;AT1G49190;AT1G71930;AT1G76500;AT2G10440;AT3G07610;AT4G04030;AT5G22260;AT5G40850;AT5G62165	75.04	8.802749570446684	0.21321961620469082	1.0	200	172	200	1.0
CHG	gain	GO:0009890	negative regulation of biosynthetic process	3	AT1G76500;AT3G07610;AT4G04030	19.225	4.259621462055046	0.15604681404421325	1.0	200	172	200	1.0
CHG	gain	GO:0009891	positive regulation of biosynthetic process	5	AT1G71930;AT2G10440;AT5G22260;AT5G40850;AT5G62165	15.22	3.9053296915881504	0.328515111695138	1.0	200	172	200	1.0
CHG	gain	GO:0009892	negative regulation of metabolic process	3	AT1G76500;AT3G07610;AT4G04030	21.965	4.5435421204166255	0.13658092419758708	1.0	200	172	200	1.0
CHG	gain	GO:0009893	positive regulation of metabolic process	5	AT1G71930;AT2G10440;AT5G22260;AT5G40850;AT5G62165	18.145	4.015466971598699	0.2755580049600441	1.0	200	172	200	1.0
CHG	gain	GO:0009908	flower development	4	AT3G07610;AT4G23100;AT5G22260;AT5G62165	13.235	3.7483029493358737	0.3022289384208538	1.0	200	172	200	1.0
CHG	gain	GO:0009932	cell tip growth	4	AT1G26960;AT1G69940;AT2G25630;AT3G23380	6.38	2.46487322189195	0.6269592476489029	0.9104477611940298	182	172	200	1.0
CHG	gain	GO:0009987	cellular process	63	AT1G14110;AT1G17150;AT1G19890;AT1G21230;AT1G23310;AT1G23720;AT1G24490;AT1G26960;AT1G32180;AT1G33910;AT1G44575;AT1G44980;AT1G49005;AT1G49190;AT1G53490;AT1G55540;AT1G67980;AT1G67990;AT1G69940;AT1G71920;AT1G71930;AT2G01150;AT2G18660;AT2G24490;AT2G25630;AT2G30920;AT2G36710;AT2G38195;AT2G38220;AT2G42005;AT3G07610;AT3G10900;AT3G23380;AT3G28550;AT3G42153;AT3G42550;AT3G45140;AT3G54580;AT3G60140;AT4G02700;AT4G08630;AT4G14140;AT4G16295;AT4G23100;AT4G23560;AT4G28850;AT4G34090;AT5G02370;AT5G06630;AT5G18990;AT5G22260;AT5G22500;AT5G23040;AT5G23120;AT5G24290;AT5G28550;AT5G37500;AT5G39770;AT5G40850;AT5G42260;AT5G53120;AT5G56970;AT5G57790	355.205	9.824610679310117	0.17736236820990697	1.0	200	172	200	1.0
CHG	gain	GO:0010154	fruit development	4	AT1G55540;AT1G67990;AT3G46330;AT5G23040	23.535	4.736958412314814	0.16995963458678565	1.0	200	172	200	1.0
CHG	gain	GO:0010468	regulation of gene expression	15	AT1G26960;AT1G34170;AT1G34310;AT1G34390;AT1G34410;AT1G35240;AT1G35540;AT1G49190;AT1G71930;AT1G76500;AT2G10440;AT3G07610;AT4G04030;AT5G22260;AT5G62165	69.32	8.651450745395305	0.21638776687824585	1.0	200	172	200	1.0
CHG	gain	GO:0010556	regulation of macromolecule biosynthetic process	15	AT1G26960;AT1G34170;AT1G34310;AT1G34390;AT1G34410;AT1G35240;AT1G35540;AT1G49190;AT1G71930;AT1G76500;AT2G10440;AT3G07610;AT4G04030;AT5G22260;AT5G62165	70.875	8.693639916628722	0.21164021164021163	1.0	200	172	200	1.0
CHG	gain	GO:0010557	positive regulation of macromolecule biosynthetic process	4	AT1G71930;AT2G10440;AT5G22260;AT5G62165	13.13	3.5458567370947156	0.30464584920030463	1.0	200	172	200	1.0
CHG	gain	GO:0010558	negative regulation of macromolecule biosynthetic process	3	AT1G76500;AT3G07610;AT4G04030	18.78	4.244007540049844	0.1597444089456869	1.0	200	172	200	1.0
CHG	gain	GO:0010604	positive regulation of macromolecule metabolic process	4	AT1G71930;AT2G10440;AT5G22260;AT5G62165	15.355	3.780076057435881	0.2605014653207424	1.0	200	172	200	1.0
CHG	gain	GO:0010605	negative regulation of macromolecule metabolic process	3	AT1G76500;AT3G07610;AT4G04030	20.325	4.336977634251766	0.14760147601476015	1.0	200	172	200	1.0
CHG	gain	GO:0016043	cellular component organization	18	AT1G23720;AT1G24490;AT1G44575;AT1G44980;AT1G53490;AT1G69940;AT2G36710;AT3G07610;AT3G28550;AT3G54580;AT4G23100;AT4G34090;AT5G06630;AT5G18990;AT5G22260;AT5G23040;AT5G23120;AT5G39770	75.34	8.022119420701749	0.2389169100079639	1.0	200	172	200	1.0
CHG	gain	GO:0016049	cell growth	4	AT1G26960;AT1G69940;AT2G25630;AT3G23380	14.035	3.5190588230377755	0.2850017812611329	1.0	200	172	200	1.0
CHG	gain	GO:0016052	carbohydrate catabolic process	5	AT1G44980;AT1G69940;AT2G36710;AT3G10900;AT5G18990	6.65	2.4305349205473266	0.7518796992481203	0.7910447761194029	158	172	200	1.0
CHG	gain	GO:0016567	protein ubiquitination	4	AT1G53490;AT2G01150;AT2G38195;AT2G38220	17.48	4.328925963792866	0.22883295194508008	1.0	200	172	200	1.0
CHG	gain	GO:0019219	regulation of nucleobase-containing compound metabolic process	14	AT1G26960;AT1G34170;AT1G34310;AT1G34390;AT1G34410;AT1G35240;AT1G35540;AT1G49190;AT1G71930;AT1G76500;AT2G10440;AT4G04030;AT5G22260;AT5G62165	57.34	7.916716491071274	0.24415765608650156	1.0	200	172	200	1.0
CHG	gain	GO:0019222	regulation of metabolic process	16	AT1G26960;AT1G34170;AT1G34310;AT1G34390;AT1G34410;AT1G35240;AT1G35540;AT1G49190;AT1G71930;AT1G76500;AT2G10440;AT3G07610;AT4G04030;AT5G22260;AT5G40850;AT5G62165	84.41	9.484297549107206	0.18955100106622438	1.0	200	172	200	1.0
CHG	gain	GO:0019538	protein metabolic process	7	AT1G53490;AT2G01150;AT2G38195;AT2G38220;AT3G42550;AT5G23040;AT5G28550	67.225	7.79963941474222	0.10412792859799183	1.0	200	172	200	1.0
CHG	gain	GO:0019748	secondary metabolic process	4	AT1G67980;AT1G67990;AT4G23100;AT5G22500	5.765	2.471795905814232	0.6938421509106678	0.8407960199004975	168	172	200	1.0
CHG	gain	GO:0019752	carboxylic acid metabolic process	3	AT1G23310;AT1G71920;AT3G45140	23.785	4.899874998405573	0.12612991381122557	1.0	200	172	200	1.0
CHG	gain	GO:0019953	sexual reproduction	4	AT1G19890;AT1G53490;AT5G39770;AT5G57790	8.905	2.8785369547740753	0.4491858506457047	0.9800995024875622	196	172	200	1.0
CHG	gain	GO:0022402	cell cycle process	4	AT1G53490;AT4G08630;AT5G39770;AT5G57790	14.135	3.6230891515390575	0.2829854969932791	1.0	200	172	200	1.0
CHG	gain	GO:0022414	reproductive process	17	AT1G19890;AT1G53490;AT1G55540;AT1G67990;AT1G69940;AT1G76500;AT2G25630;AT3G07610;AT3G23380;AT3G46330;AT4G16295;AT4G23100;AT5G22260;AT5G23040;AT5G39770;AT5G57790;AT5G62165	56.545	7.137084488781103	0.3006455035812185	1.0	200	172	200	1.0
CHG	gain	GO:0022607	cellular component assembly	5	AT1G53490;AT3G07610;AT4G34090;AT5G22260;AT5G23120	21.465	3.910086316182808	0.23293733985557885	1.0	200	172	200	1.0
CHG	gain	GO:0023052	signaling	4	AT1G21230;AT1G33910;AT1G49005;AT1G49190	37.85	5.84273052604686	0.10568031704095111	1.0	200	172	200	1.0
CHG	gain	GO:0030154	cell differentiation	7	AT1G19890;AT1G26960;AT1G49005;AT1G69940;AT1G71930;AT2G25630;AT3G23380	20.065	3.9687246062179695	0.34886618489907795	1.0	200	172	200	1.0
CHG	gain	GO:0032446	protein modification by small protein conjugation	4	AT1G53490;AT2G01150;AT2G38195;AT2G38220	18.465	4.513177926915797	0.2166260492824262	1.0	200	172	200	1.0
CHG	gain	GO:0032501	multicellular organismal process	20	AT1G19890;AT1G26960;AT1G49005;AT1G55540;AT1G67990;AT1G69940;AT1G76500;AT2G25630;AT2G38195;AT2G38220;AT3G07610;AT3G23380;AT3G46330;AT4G16295;AT4G19330;AT4G23100;AT5G22260;AT5G23040;AT5G57790;AT5G62165	94.285	8.550074561078377	0.21212281911226602	1.0	200	172	200	1.0
CHG	gain	GO:0032502	developmental process	20	AT1G19890;AT1G26960;AT1G49005;AT1G55540;AT1G67990;AT1G69940;AT1G71930;AT1G76500;AT2G25630;AT2G38195;AT2G38220;AT3G07610;AT3G23380;AT3G46330;AT4G19330;AT4G23100;AT5G22260;AT5G23040;AT5G57790;AT5G62165	100.815	8.897796075433437	0.19838317710658138	1.0	200	172	200	1.0
CHG	gain	GO:0032870	cellular response to hormone stimulus	3	AT1G49190;AT1G71930;AT5G22260	16.835	3.833767729010194	0.1782001782001782	1.0	200	172	200	1.0
CHG	gain	GO:0033036	macromolecule localization	3	AT1G24490;AT1G55540;AT4G23100	23.385	4.299624983646826	0.12828736369467605	1.0	200	172	200	1.0
CHG	gain	GO:0033554	cellular response to stress	5	AT1G33910;AT2G01150;AT2G24490;AT4G23100;AT5G39770	31.845	5.454445434689034	0.15701051970482022	1.0	200	172	200	1.0
CHG	gain	GO:0033993	response to lipid	9	AT1G26960;AT1G71930;AT3G45140;AT4G23100;AT4G35770;AT5G22260;AT5G24240;AT5G24290;AT5G37500	26.785	4.666773510681657	0.3360089602389397	1.0	200	172	200	1.0
CHG	gain	GO:0036211	protein modification process	4	AT1G53490;AT2G01150;AT2G38195;AT2G38220	31.005	5.46580049032162	0.12901144976616674	1.0	200	172	200	1.0
CHG	gain	GO:0040007	growth	4	AT1G26960;AT1G69940;AT2G25630;AT3G23380	17.18	4.034550780446319	0.23282887077997672	1.0	200	172	200	1.0
CHG	gain	GO:0042221	response to chemical	17	AT1G26960;AT1G34170;AT1G34310;AT1G34390;AT1G34410;AT1G35240;AT1G35540;AT1G49190;AT1G71930;AT2G01150;AT3G45140;AT4G23100;AT4G35770;AT5G22260;AT5G24240;AT5G24290;AT5G37500	79.3	7.61248973726729	0.21437578814627994	1.0	200	172	200	1.0
CHG	gain	GO:0042545	cell wall modification	5	AT1G44980;AT1G69940;AT2G36710;AT4G23100;AT5G18990	5.01	2.172533083752697	0.9980039920159681	0.5323383084577115	106	172	200	1.0
CHG	gain	GO:0042742	defense response to bacterium	5	AT1G52940;AT1G64790;AT1G69940;AT4G23100;AT5G53120	12.785	3.6109243968823255	0.39108330074305825	0.9950248756218906	199	172	200	1.0
CHG	gain	GO:0043170	macromolecule metabolic process	17	AT1G32180;AT1G44980;AT1G53490;AT1G69940;AT1G71930;AT2G01150;AT2G24490;AT2G36710;AT2G38195;AT2G38220;AT3G10900;AT3G42550;AT4G28850;AT5G18990;AT5G23040;AT5G28550;AT5G39770	134.765	9.325758682273793	0.12614551255889883	1.0	200	172	200	1.0
CHG	gain	GO:0043207	response to external biotic stimulus	9	AT1G52940;AT1G64790;AT1G69940;AT1G71930;AT2G15480;AT2G18660;AT3G45140;AT4G23100;AT5G53120	37.74	5.800206892861663	0.23847376788553257	1.0	200	172	200	1.0
CHG	gain	GO:0043412	macromolecule modification	4	AT1G53490;AT2G01150;AT2G38195;AT2G38220	41.19	5.969413706554461	0.09711094925952901	1.0	200	172	200	1.0
CHG	gain	GO:0043436	oxoacid metabolic process	4	AT1G23310;AT1G71920;AT3G45140;AT4G23100	26.245	5.208164263922553	0.1524099828538769	1.0	200	172	200	1.0
CHG	gain	GO:0043687	post-translational protein modification	4	AT1G53490;AT2G01150;AT2G38195;AT2G38220	21.5	4.69041575982343	0.18604651162790697	1.0	200	172	200	1.0
CHG	gain	GO:0044085	cellular component biogenesis	7	AT1G14110;AT1G53490;AT3G07610;AT4G28850;AT4G34090;AT5G22260;AT5G23120	31.215	4.891704713083157	0.22425116130065673	1.0	200	172	200	1.0
CHG	gain	GO:0044238	primary metabolic process	26	AT1G17150;AT1G23310;AT1G32180;AT1G44980;AT1G53490;AT1G69940;AT1G71920;AT1G71930;AT2G01150;AT2G24490;AT2G25630;AT2G36710;AT2G38195;AT2G38220;AT3G10900;AT3G42153;AT3G42550;AT3G45140;AT3G60140;AT4G23560;AT4G28850;AT5G18990;AT5G23040;AT5G28550;AT5G39770;AT5G42260	188.875	9.194529623640369	0.13765718067504965	1.0	200	172	200	1.0
CHG	gain	GO:0044281	small molecule metabolic process	5	AT1G23310;AT1G71920;AT2G30920;AT3G45140;AT4G23100	40.68	6.051247805205141	0.12291052114060964	1.0	200	172	200	1.0
CHG	gain	GO:0044283	small molecule biosynthetic process	4	AT1G23310;AT1G71920;AT2G30920;AT3G45140	17.19	4.27128786199197	0.23269342641070387	1.0	200	172	200	1.0
CHG	gain	GO:0044419	biological process involved in interspecies interaction between organisms	9	AT1G52940;AT1G64790;AT1G69940;AT1G71930;AT2G15480;AT2G18660;AT3G45140;AT4G23100;AT5G53120	38.15	5.8904583862378646	0.235910878112713	1.0	200	172	200	1.0
CHG	gain	GO:0044550	secondary metabolite biosynthetic process	4	AT1G67980;AT1G67990;AT4G23100;AT5G22500	3.2	1.878829422805593	1.25	0.3880597014925373	77	172	200	1.0
CHG	gain	GO:0044706	multi-multicellular organism process	5	AT1G69940;AT2G25630;AT3G23380;AT4G16295;AT5G22260	9.765	3.0593749361593456	0.5120327700972862	0.9651741293532339	193	172	200	1.0
CHG	gain	GO:0045229	external encapsulating structure organization	10	AT1G23720;AT1G44980;AT1G69940;AT2G36710;AT3G28550;AT3G54580;AT4G23100;AT5G06630;AT5G18990;AT5G22260	10.355	3.0771699660564718	0.9657170449058425	0.5621890547263682	112	172	200	1.0
CHG	gain	GO:0045488	pectin metabolic process	4	AT1G44980;AT1G69940;AT2G36710;AT5G18990	4.675	2.056544431807881	0.8556149732620321	0.6965174129353234	139	172	200	1.0
CHG	gain	GO:0045490	pectin catabolic process	4	AT1G44980;AT1G69940;AT2G36710;AT5G18990	2.455	1.4621815892699508	1.6293279022403258	0.23383084577114427	46	172	200	1.0
CHG	gain	GO:0045893	positive regulation of DNA-templated transcription	4	AT1G71930;AT2G10440;AT5G22260;AT5G62165	9.91	3.14672845984524	0.4036326942482341	0.9850746268656716	197	172	200	1.0
CHG	gain	GO:0046394	carboxylic acid biosynthetic process	3	AT1G23310;AT1G71920;AT3G45140	13.335	3.7152086078711606	0.22497187851518557	1.0	200	172	200	1.0
CHG	gain	GO:0048229	gametophyte development	6	AT1G19890;AT2G38195;AT2G38220;AT3G07610;AT5G22260;AT5G57790	18.965	4.18733507137893	0.3163722646981281	1.0	200	172	200	1.0
CHG	gain	GO:0048316	seed development	4	AT1G55540;AT1G67990;AT3G46330;AT5G23040	22.37	4.601423692728152	0.17881090746535538	1.0	200	172	200	1.0
CHG	gain	GO:0048367	shoot system development	4	AT3G07610;AT4G23100;AT5G22260;AT5G62165	26.145	4.842930414532096	0.15299292407726142	1.0	200	172	200	1.0
CHG	gain	GO:0048468	cell development	4	AT1G26960;AT1G69940;AT2G25630;AT3G23380	10.05	2.9474565306378966	0.3980099502487562	0.9850746268656716	197	172	200	1.0
CHG	gain	GO:0048518	positive regulation of biological process	8	AT1G71930;AT2G01150;AT2G10440;AT5G22260;AT5G23040;AT5G37500;AT5G40850;AT5G62165	34.205	5.47293111595607	0.23388393509720803	1.0	200	172	200	1.0
CHG	gain	GO:0048519	negative regulation of biological process	3	AT1G76500;AT3G07610;AT4G04030	37.165	5.650466794876341	0.08072110856989102	1.0	200	172	200	1.0
CHG	gain	GO:0048522	positive regulation of cellular process	8	AT1G71930;AT2G01150;AT2G10440;AT5G22260;AT5G23040;AT5G37500;AT5G40850;AT5G62165	26.43	4.790104382996264	0.3026863412788498	1.0	200	172	200	1.0
CHG	gain	GO:0048523	negative regulation of cellular process	3	AT1G76500;AT3G07610;AT4G04030	29.58	4.984335462225647	0.10141987829614606	1.0	200	172	200	1.0
CHG	gain	GO:0048588	developmental cell growth	4	AT1G26960;AT1G69940;AT2G25630;AT3G23380	7.59	2.5301976207403256	0.5270092226613966	0.9552238805970149	191	172	200	1.0
CHG	gain	GO:0048589	developmental growth	4	AT1G26960;AT1G69940;AT2G25630;AT3G23380	15.035	3.7448331070956917	0.2660458929165281	1.0	200	172	200	1.0
CHG	gain	GO:0048608	reproductive structure development	9	AT1G55540;AT1G67990;AT1G76500;AT3G07610;AT3G46330;AT4G23100;AT5G22260;AT5G23040;AT5G62165	41.155	6.332533063474666	0.21868545741708176	1.0	200	172	200	1.0
CHG	gain	GO:0048731	system development	11	AT1G26960;AT1G49005;AT1G55540;AT1G67990;AT1G76500;AT3G07610;AT3G46330;AT4G23100;AT5G22260;AT5G23040;AT5G62165	65.905	7.8495843839021	0.16690691146347014	1.0	200	172	200	1.0
CHG	gain	GO:0048827	phyllome development	3	AT3G07610;AT5G22260;AT5G62165	18.26	3.9752232641701997	0.16429353778751368	1.0	200	172	200	1.0
CHG	gain	GO:0048856	anatomical structure development	20	AT1G19890;AT1G26960;AT1G49005;AT1G55540;AT1G67990;AT1G69940;AT1G71930;AT1G76500;AT2G25630;AT2G38195;AT2G38220;AT3G07610;AT3G23380;AT3G46330;AT4G19330;AT4G23100;AT5G22260;AT5G23040;AT5G57790;AT5G62165	98.305	8.711026058966786	0.20344845124866487	1.0	200	172	200	1.0
CHG	gain	GO:0048868	pollen tube development	3	AT1G69940;AT2G25630;AT3G23380	6.945	2.5946049795681807	0.4319654427645788	0.9601990049751243	192	172	200	1.0
CHG	gain	GO:0048869	cellular developmental process	9	AT1G19890;AT1G26960;AT1G49005;AT1G69940;AT1G71930;AT2G25630;AT3G07610;AT3G23380;AT5G57790	22.44	4.197189535868006	0.40106951871657753	1.0	200	172	200	1.0
CHG	gain	GO:0050789	regulation of biological process	24	AT1G21230;AT1G26960;AT1G33910;AT1G34170;AT1G34310;AT1G34390;AT1G34410;AT1G35240;AT1G35540;AT1G49005;AT1G49190;AT1G71930;AT1G76500;AT2G01150;AT2G10440;AT3G07610;AT4G04030;AT4G40100;AT5G22260;AT5G23040;AT5G24240;AT5G37500;AT5G40850;AT5G62165	144.07	10.83074789661367	0.1665856875130145	1.0	200	172	200	1.0
CHG	gain	GO:0050793	regulation of developmental process	3	AT1G49005;AT5G24240;AT5G62165	30.31	5.082705972215989	0.09897723523589574	1.0	200	172	200	1.0
CHG	gain	GO:0050794	regulation of cellular process	23	AT1G21230;AT1G26960;AT1G33910;AT1G34170;AT1G34310;AT1G34390;AT1G34410;AT1G35240;AT1G35540;AT1G49005;AT1G49190;AT1G71930;AT1G76500;AT2G01150;AT2G10440;AT3G07610;AT4G04030;AT4G40100;AT5G22260;AT5G23040;AT5G37500;AT5G40850;AT5G62165	130.295	10.288244505259417	0.176522506619594	1.0	200	172	200	1.0
CHG	gain	GO:0050832	defense response to fungus	3	AT1G52940;AT1G71930;AT4G23100	8.05	2.8191310718020883	0.37267080745341613	0.9950248756218906	199	172	200	1.0
CHG	gain	GO:0050896	response to stimulus	37	AT1G21230;AT1G23310;AT1G26960;AT1G33910;AT1G34170;AT1G34310;AT1G34390;AT1G34410;AT1G35240;AT1G35540;AT1G44575;AT1G49190;AT1G52940;AT1G64790;AT1G69940;AT1G71930;AT1G76500;AT2G01150;AT2G15480;AT2G17690;AT2G18660;AT2G24490;AT2G36750;AT3G45140;AT4G19330;AT4G23100;AT4G35770;AT4G40100;AT5G22260;AT5G22500;AT5G23040;AT5G24240;AT5G24290;AT5G37500;AT5G39770;AT5G40850;AT5G53120	162.005	10.144208939094328	0.22838801271565692	1.0	200	172	200	1.0
CHG	gain	GO:0051179	localization	7	AT1G24490;AT1G55540;AT2G42005;AT4G02700;AT4G23100;AT5G24290;AT5G37500	79.425	7.402997703633348	0.0881334592382751	1.0	200	172	200	1.0
CHG	gain	GO:0051234	establishment of localization	5	AT1G55540;AT2G42005;AT4G02700;AT5G24290;AT5G37500	75.205	7.573174697575694	0.06648494116082708	1.0	200	172	200	1.0
CHG	gain	GO:0051252	regulation of RNA metabolic process	14	AT1G26960;AT1G34170;AT1G34310;AT1G34390;AT1G34410;AT1G35240;AT1G35540;AT1G49190;AT1G71930;AT1G76500;AT2G10440;AT4G04030;AT5G22260;AT5G62165	54.38	7.713339095359398	0.25744759102611253	1.0	200	172	200	1.0
CHG	gain	GO:0051254	positive regulation of RNA metabolic process	4	AT1G71930;AT2G10440;AT5G22260;AT5G62165	11.155	3.2849619480292316	0.3585835948005379	0.9900497512437811	198	172	200	1.0
CHG	gain	GO:0051321	meiotic cell cycle	3	AT1G53490;AT5G39770;AT5G57790	6.88	2.3612708442700936	0.436046511627907	0.9751243781094527	195	172	200	1.0
CHG	gain	GO:0051707	response to other organism	9	AT1G52940;AT1G64790;AT1G69940;AT1G71930;AT2G15480;AT2G18660;AT3G45140;AT4G23100;AT5G53120	37.74	5.800206892861663	0.23847376788553257	1.0	200	172	200	1.0
CHG	gain	GO:0051716	cellular response to stimulus	9	AT1G21230;AT1G33910;AT1G49190;AT1G71930;AT2G01150;AT2G24490;AT4G23100;AT5G22260;AT5G39770	73.425	7.465545860819616	0.12257405515832483	1.0	200	172	200	1.0
CHG	gain	GO:0055085	transmembrane transport	4	AT2G42005;AT4G02700;AT5G24290;AT5G37500	42.34	6.328854556710856	0.09447331128956069	1.0	200	172	200	1.0
CHG	gain	GO:0060255	regulation of macromolecule metabolic process	15	AT1G26960;AT1G34170;AT1G34310;AT1G34390;AT1G34410;AT1G35240;AT1G35540;AT1G49190;AT1G71930;AT1G76500;AT2G10440;AT3G07610;AT4G04030;AT5G22260;AT5G62165	75.285	8.867004849440425	0.19924287706714486	1.0	200	172	200	1.0
